cui,drug_name
C1958569    ,azilsartan
C0052793    ,azintamide
C1704160    ,azinthromycin
C0052796    ,azithromycin
C0004499    ,azlocillin
C0699690    ,azmacort
C1602893    ,azo-100
C1815264    ,azo-cranberry
C0718757    ,azo-gesic
C0673967    ,azopt
C1966103    ,azor
C0052820    ,azosemide
C0718760    ,azo-truxazole
C0004521    ,aztreonam
C0699547    ,azulfidine
C2946668    ,azuro
C0718767    ,b-3-50
C0718783    ,b3-500-gr
C1589335    ,babybig
C0052865    ,bacampicillin
C0718793    ,bacid
C0718794    ,baciguent
C0718791    ,baci-im
C0004599    ,bacitracin
C0718796    ,bacitracin-neo-poly
C3500782    ,backaid
C2726538    ,backprin
C3833074    ,baclezene
C0004609    ,baclofen
C0591138    ,baclospas
C1601556    ,bacter-aid
C2946738    ,bactex
C2946327    ,bacti-foam
C3282092    ,bacti-free
C2946042    ,bactimicina
C0718801    ,bactine
C1950993    ,bacti-stat
C0718802    ,bactocill
C3464048    ,bactoshield
C1170081    ,bactramycin
C0591139    ,bactrim
C0733863    ,bactroban
C0052927    ,baicalein
C0052929    ,baicalin
C0052934    ,bakuchiol
C1614659    ,balacet
C1588853    ,balagan
C1588717    ,balancer
C0718810    ,balanta
C0591140    ,balgifen
C0939680    ,balmex
C0305396    ,balnetar
C0052940    ,balsalazide
C1735433    ,baltussin
C1813155    ,balziva
C0004717    ,bambermycins
C0052944    ,bambuterol
C0004718    ,bamethan
C0052945    ,bamifylline
C0052946    ,bamipine
C3485697    ,banadyne
C1652114    ,banalg
C0606246    ,banamine
C1170083    ,banaril
C0718816    ,banex-la
C0718817    ,banflex
C1171546    ,banocide
C0718818    ,banophen
C2368829    ,banzel
C1568876    ,baraclude
C0591142    ,baratol
C0105205    ,barbexaclone
C0718821    ,barbidonna
C0004743    ,barbital
C0718822    ,baridium
C0004749    ,barium
C1588282    ,barmine
C0078703    ,barnidipine
C1588767    ,barogan
C0718823    ,barophen
C1698564    ,barri-care
C3556158    ,barrier-dyne
C0718820    ,bar-test
C4081042    ,basaglar
C0105241    ,basaljel
C1878795    ,baseretic
C0676831    ,basiliximab
C3255739    ,batilol
C4324811    ,bavencio
C4490168    ,baxdela
C2718731    ,baycadron
C0718827    ,baycol
C2341465    ,bayer
C0875969    ,baygam
C0718839    ,bayrab
C0718826    ,bayrho-d
C1170087    ,baytet
C0702084    ,baytril
C0718841    ,baza
C0876724    ,baza-protect
C2346970    ,bazedoxifene
C0718768    ,b-caro-t
C4074416    ,b-donna
C0947661    ,beano
C1962037    ,beaura
C3159553    ,bebulin
C0379135    ,becaplermin
C0053067    ,beclamide
C0004905    ,beclomethasone
C0732221    ,beclomist
C0699071    ,beclovent
C0591154    ,beconase
C1664205    ,bedaquiline
C1256692    ,bedranol
C2961279    ,bedside-care
C2940335    ,beegentle
C0875971    ,beelith
C0718851    ,beepen-vk
C0004924    ,beeswax
C1968050    ,beflex
C3535921    ,behenate
C2825375    ,beheneth-10
C3500585    ,beheneth-20
C3496935    ,beheneth-25
C4550553    ,beheneth-30
C4224766    ,beheneth-5
C3535901    ,behentrimonium
C1619962    ,belatacept
C4056524    ,belbuca
C3465259    ,belcomp
C0718854    ,belcomp-pb
C0718855    ,beldin
C3834212    ,beleodaq
C1723401    ,belimumab
C1948068    ,belinostat
C0718856    ,belix
C0718861    ,belladonna-phenobarbital
C0718862    ,bellalphen
C0718863    ,bellamine
C0718865    ,bellamor
C0718866    ,bellaphen-s
C0718867    ,bellaspas
C0718868    ,bellatal
C0053079    ,bellergal
C0718852    ,bel-phen-ergot
C3854974    ,belsomra
C0718853    ,bel-tabs
C3485407    ,belviq
C0916062    ,bemiparin
C0253854    ,bemisiose
C2698346    ,bemotrizinol
C0004962    ,benactyzine
C0700899    ,benadryl
C0718890    ,benahist-10
C0718891    ,benahist-50
C0718875    ,ben-aqua
C0053091    ,benazepril
C0105523    ,benazeprilat
C1602102    ,benazpepril
C3834228    ,bencocaine
C2730191    ,bencort
C0004969    ,bencyclane
C0525079    ,bendamustine
C4060059    ,bendeka
C0004975    ,bendroflumethiazide
C1828805    ,benefiber
C1170091    ,benefix
C2980845    ,benekraft
C1601239    ,benekraft-25
C0591159    ,benemid
C0591160    ,benerva
C0053105    ,benfluorex
C0053116    ,benfotiamine
C0718870    ,bengay
C1122245    ,benicar
C2980433    ,benlysta
C0718892    ,benoject-50
C0718893    ,benoquin
C0600095    ,benoral
C0005011    ,benorilate
C0053114    ,benoxinate
C1262817    ,benoxyl
C0005013    ,benperidol
C0053116    ,benphothiamine
C0772056    ,benproperine
C2982078    ,benralizumab
C3499840    ,bensal
C0005014    ,benserazide
C0718897    ,bensulfoid
C3819065    ,bentasil
C1171474    ,bentex
C0053122    ,bentiromide
C0005018    ,bentonite
C0525133    ,bentoquatam
C0700023    ,bentyl
C0591162    ,benylin
C0718903    ,benza
C0718904    ,benzac
C0939265    ,benzaclin
C1170095    ,benzacot
C2940219    ,benzagel
C2355756    ,benzagelwash
C0005023    ,benzaldehyde
C0005025    ,benzalkonium
C0385222    ,benzamycin
C4293364    ,benzapen
C0053152    ,benzarone
C3153632    ,benzashave
C0005098    ,benzatropine
C0005035    ,benzbromarone
C0740032    ,benzedrex
C2723061    ,benzefoam
C0005036    ,benzene
C0105583    ,benzenesulfonate
C1602092    ,benzepril
C3474997    ,benzepro
C0005041    ,benzethonium
C0053183    ,benzimidazole
C1655649    ,benziq
C0220795    ,benzoate
C0005059    ,benzocaine
C3160335    ,benzodent
C0058263    ,benzododecinium
C2937554    ,benzo-jel
C0053229    ,benzonatate
C1601499    ,benzonate
C0053230    ,benzonidazole
C0053233    ,benzophenone
C0616779    ,benzophenone-2
C3651777    ,benzophenone-5
C3256517    ,benzophenone-9
C1724479    ,benzoquick
C3666923    ,benzoresorcinol
C1700616    ,benz-o-sthetic
C0982042    ,benzoxiquine
C0772295    ,benzoxonium
C3643594    ,benzoyl-plus
C0005096    ,benzphetamine
C0385178    ,benzquercin
C0053284    ,benzquinamide
C0053245    ,benzthiazide
C1742267    ,benztroine
C0591163    ,benztrone
C0005098    ,benztropine
C0005099    ,benzydamine
C0053323    ,benzylparaben
C0030827    ,benzylpenicillin
C0053332    ,benzylthiouracil
C2698371    ,bepotastine
C2723110    ,bepreve
C0005116    ,bepridil
C0105750    ,beractant
C0005117    ,berberine
C1589437    ,berdoz
C0049289    ,bergapten
C2723788    ,berinert
C1178779    ,berkaprine
C0591165    ,berkatens
C0591166    ,berkolol
C0591167    ,berkozide
C1962041    ,berman
C2961761    ,berri-freez
C0005139    ,beryllium
C2351042    ,besifloxacin
C2710017    ,besivance
C4520189    ,besponsa
C1589399    ,beta-2
C0000392    ,beta-alanine
C3505821    ,beta-bisabolol
C0591170    ,beta-cardone
C0053396    ,betacarotene
C0718918    ,betaderm
C0053407    ,betadex
C3256402    ,beta-d-galactopyranose
C1876722    ,beta-d-glucopyranose
C0699524    ,betadine
C0700771    ,betadren
C3859160    ,beta-d-ribose
C0005214    ,beta-escin
C0592527    ,betaferon
C0591174    ,betagan
C0718914    ,beta-hc
C0005301    ,betahistine
C0005304    ,betaine
C0591175    ,betaloc
C0591176    ,betaloc-sa
C1170096    ,betamethacot
C0005308    ,betamethasone
C0718929    ,betanate
C0005324    ,betanidine
C0728751    ,betapace
C0076109    ,beta-pinene
C0591171    ,beta-prograne
C0033472    ,beta-propiolactone
C3192615    ,betasal
C0718930    ,betasept
C0284968    ,betaseron
C3257442    ,betasizofiran
C1589486    ,betastat
C0053508    ,beta-thujaplicin
C0718932    ,betatrex
C0718917    ,beta-val
C1601489    ,betavent
C4046849    ,betavet
C0005320    ,betaxolol
C0875977    ,betaxon
C0053526    ,bethanechol
C0005324    ,bethanidine
C0718933    ,bethaprim
C3500545    ,bethkis
C0591177    ,betim
C0718935    ,betimol
C0591178    ,betnelan
C0106171    ,betnesol
C0678242    ,betnovate
C0699055    ,betoptic
C2698385    ,betrixaban
C4530999    ,bet-r-prep
C0592782    ,bettamousse
C4048320    ,beuthanasia
C0796392    ,bevacizumab
C4238167    ,bevespi
C4490271    ,bevyxxa
C0765273    ,bexarotene
C3853911    ,bexsero
C1101725    ,bextra
C0005330    ,bezafibrate
C4291320    ,bezlotoxumab
C0718771    ,b-fedrine
C2949303    ,bf-paradac
C0701281    ,biaxin
C0285590    ,bicalutamide
C2962394    ,bicarsim
C0729074    ,bicillin
C1337344    ,bicisate
C0718938    ,bicitra
C3264878    ,biclora
C3264947    ,biclora-d
C0771526    ,biclotymol
C1145713    ,bicnu
C0718939    ,bicozene
C4507568    ,bictegravir
C0718941    ,bidex
C1948366    ,bidex-a
C0718942    ,bidex-dm
C1996221    ,bidex-dmi
C1601702    ,bidhist
C0968130    ,bidil
C1602277    ,bidnase
C0106291    ,bifemelane
C2684593    ,bifera
C2912050    ,biferarx
C0053570    ,bifonazole
C2917825    ,bigeloil
C4317165    ,biguanide
C4551058    ,biktarvy
C0005449    ,biloptin
C0702014    ,biltricide
C0937917    ,bimatoprost
C2723862    ,bimectin
C2949608    ,binaca
C3486572    ,binetrakin
C1703907    ,binora
C3268148    ,binosto
C0053618    ,bioallethrin
C3864950    ,bioblast
C0718945    ,biocef
C0718946    ,bioclate
C3254919    ,biocorneum
C2978255    ,bio-d-mulsion
C0718948    ,biofed-pe
C3485586    ,bioflexor
C1815268    ,biofreeze
C2726856    ,biogaia
C0733684    ,biogastrone
C0718949    ,biohist-la
C3665122    ,biokera
C0701424    ,biolon
C0718950    ,biomox
C0701958    ,bio-mycin
C1658371    ,bionect
C1171455    ,biophylline
C0733686    ,bioral
C3247586    ,biore
C0591182    ,biorphen
C0718944    ,bio-statin
C1601672    ,bio-tab
C1330099    ,biothrax
C1878933    ,bio-throid
C0005575    ,biotin
C2369142    ,bio-tropin
C2918562    ,biotussin
C3267666    ,biozide
C0005578    ,biperiden
C0601126    ,bis(1-piperidylthiocarbonyl)disulfide
C0053774    ,bisabolol
C0718956    ,bisac-evac
C0005632    ,bisacodyl
C0718955    ,bisa-plex
C0718957    ,bisco-lax
C0053777    ,bisdequalinium
C2828221    ,bisdisulizole
C0718958    ,bismarex
C2978405    ,bis-mate
C0718959    ,bismatrol
C2954977    ,bismusal
C0005642    ,bismuth
C0772488    ,bismuth-formic-iodide
C1879850    ,bisoctrizole
C0718961    ,bisolax
C3153163    ,bisolvine
C0919351    ,bisolvon
C0053799    ,bisoprolol
C2918317    ,bitex
C0053817    ,bitolterol
C0168273    ,bivalirudin
C3530456    ,bivigam
C2948008    ,blade
C0591183    ,blemix
C0701921    ,blenoxane
C0005740    ,bleomycin
C1589326    ,bleomycine
C0718965    ,bleph-10
C0718966    ,blephamide
C3853839    ,blinatumomab
C3864946    ,blincyto
C0718970    ,blistex
C0718968    ,blis-to-sol
C0005763    ,blocadren
C3540676    ,blockade
C3651259    ,bloxiverz
C3281676    ,bluemax
C3645001    ,blu-kote
C3267761    ,b-natal
C1738934    ,boceprevir
C1602896    ,bock-arate
C2948791    ,bodyglide
C0994899    ,boil-ease
C1589151    ,bonikraft
C0005985    ,bonine
C1541222    ,boniva
C0106900    ,bonjela
C4551046    ,bonjesta
C0733725    ,bontril
C1613021    ,boostrix
C0053941    ,bopindolol
C0053947    ,bornaprine
C0106916    ,borneol
C0718973    ,borofair
C0718974    ,borofax
C0053950    ,borogluconate
C0301126    ,boroglycerin
C1815277    ,boroleum
C0006030    ,boron
C1176309    ,bortezomib
C2934611    ,boscalid
C0252643    ,bosentan
C3496923    ,bosulif
C1831731    ,bosutinib
C0700702    ,botox
C3643601    ,bovadine
C3666160    ,bovapro
C1968366    ,bracco
C0353942    ,bran
C0718978    ,branchamin
C3831902    ,bravecto
C1170105    ,bravelle
C3154057    ,breath-away
C4026143    ,breathrx
C3832905    ,breo
C0728708    ,breonesin
C0701015    ,brethaire
C0701014    ,brethine
C0591188    ,bretylate
C0054040    ,bretylium
C0701012    ,bretylol
C0591189    ,brevibloc
C0107153    ,brevicon
C1263008    ,brevidil
C0733444    ,brevital
C0718982    ,brevoxyl
C0732984    ,brexidol
C3885614    ,brexpiprazole
C2342702    ,breze
C0591192    ,bricanyl
C2699711    ,bridion
C4287815    ,brigatinib
C3163571    ,brilinta
C0525227    ,brimonidine
C4475883    ,brineura
C3257347    ,brinolase
C3667599    ,brintellix
C0673966    ,brinzolamide
C3153133    ,brioschi
C3651908    ,brisdelle
C0591195    ,britaject
C0590676    ,britiazim
C0591196    ,britlofex
C1699861    ,brivaracetam
C4083381    ,briviact
C0163272    ,brivudine
C0591197    ,brocadopa
C3491331    ,brodalumab
C0054084    ,brodimoprim
C0718984    ,brodspec
C1170106    ,brofed
C0591198    ,broflex
C0591200    ,brolene
C1589463    ,brom-a-cot
C0718985    ,bromadine-dm
C0718988    ,bromaline
C0718991    ,bromanate
C0718996    ,bromanyl
C1724120    ,bromaphedrine
C1813913    ,bromaphen
C0718997    ,bromapp
C1633964    ,bromatan
C0719000    ,bromatapp
C0006212    ,bromates
C0719001    ,bromatol
C2730192    ,bromax
C0006213    ,bromazepam
C0054120    ,bromazine
C1724552    ,bromcomp
C2961765    ,bromday
C1601197    ,bromdec
C0006217    ,bromelains
C0719003    ,bromfed
C0054094    ,bromfenac
C0719006    ,bromfenex
C0006220    ,bromhexine
C0719008    ,bromhistine-p
C0719009    ,bromhistine-pd
C0006223    ,bromine
C0006230    ,bromocriptine
C0054120    ,bromodiphenhydramine
C0719011    ,bromophed-dx
C0054129    ,bromopride
C3848545    ,bromotheophylline
C0054138    ,bromperidol
C1724548    ,bromphenex
C0006246    ,brompheniramine
C0719019    ,bromphenyl
C4237920    ,bromsite
C2963041    ,bromspiro
C0719020    ,bromtapp
C1601173    ,bromuphed
C0591201    ,bronchodil
C0719025    ,broncholate
C1601891    ,broncodur
C3160202    ,broncolin
C0719027    ,broncopectol
C2962337    ,broncotron
C1590009    ,broncotron-d
C2962333    ,broncotron-p
C0719028    ,brondelate
C2356192    ,brondil
C0719029    ,bronitin
C0719030    ,bronkaid
C1967936    ,bronkids
C0700832    ,bronkodyl
C0305504    ,bronkolixir
C0006295    ,bronkometer
C0606493    ,bronkosol
C0054147    ,bronopol
C0719032    ,brontex
C1703691    ,brontuss
C0719021    ,bron-tuss
C0054151    ,brotizolam
C1815278    ,brovana
C0054152    ,brovanexine
C1330111    ,brovex
C1171479    ,broxil
C0699202    ,brufen
C0107281    ,brulidine
C0718782    ,b.s.s.
C0939262    ,b-tuss
C1633712    ,bubbli-pred
C2978135    ,bucalcide
C3486017    ,bucalsep
C0719033    ,bucet
C0771815    ,buchu
C1589647    ,buckleys
C3665327    ,buckminsterfullerene
C0164386    ,buclizine
C1615686    ,budeprion
C0054201    ,budesonide
C0054202    ,budipine
C0006351    ,bufexamac
C0719034    ,bufferin
C0719037    ,buffex
C0054207    ,buflomedil
C0054219    ,bumadizone
C1602154    ,bumetadine
C0006376    ,bumetanide
C0701009    ,bumex
C0591204    ,buminate
C3834225    ,bunavail
C0054222    ,bunazosin
C0719041    ,bupap
C0028735    ,buphenine
C0719042    ,buphenyl
C0006400    ,bupivacaine
C0006403    ,bupranolol
C0701441    ,buprenex
C0006405    ,buprenorphine
C1614030    ,buproban
C0085208    ,bupropion
C0591205    ,burinex
C4294563    ,burnx
C0701019    ,buscopan
C0006456    ,buserelin
C0719047    ,busodium
C0600122    ,buspar
C0006462    ,buspirone
C1602134    ,busprirone
C0006463    ,busulfan
C0939273    ,busulfex
C0006464    ,butabarbital
C0006466    ,butacaine
C0591206    ,butacote
C2347236    ,butafosfan
C0644503    ,butalamine
C0054234    ,butalbital
C0054235    ,butamben
C0054236    ,butamirate
C4026769    ,butanamide
C0006474    ,butane
C1589385    ,butasone
C4490351    ,butatron
C0699494    ,butazolidin
C0699495    ,butazone
C3535903    ,butedronate
C0107497    ,butenafine
C0771148    ,butetamate
C3256292    ,buteth-3
C1304571    ,butethamate
C0054257    ,buthiazide
C0719050    ,butibel
C0054255    ,butibufen
C0719051    ,butisol
C0054249    ,butobarbital
C0054249    ,butobarbitone
C0054259    ,butoconazole
C0006491    ,butorphanol
C3497860    ,butorphic
C0772206    ,butoxycaine
C2747105    ,butrans
C0054270    ,butriptyline
C0054302    ,butylparaben
C2827093    ,butylscopolamine
C0054306    ,butylvinal
C0220802    ,butyrate
C4541953    ,butyrospermol
C1631244    ,b-vex
C0719052    ,bydramine
C3257792    ,bydureon
C1636686    ,byetta
C1995642    ,bystolic
C4271575    ,byvalson
C0540301    ,c1-inh
C0719054    ,c-500
C0719055    ,c-500-gr
C2830183    ,cabazitaxel
C0107994    ,cabergoline
C4237933    ,cabometyx
C3181682    ,cabozantinib
C0006632    ,cadmium
C1330119    ,caduet
C0701183    ,caelyx
C0719070    ,cafatine
C0875981    ,cafcit
C0068978    ,cafedrine
C0054430    ,cafergot
C0719072    ,cafetrate
C0722959    ,caffedrine
C0006644    ,caffeine
C1647307    ,cafgesic
C1620486    ,caknemycin
C0591208    ,calabren
C0719077    ,calaclear
C0719078    ,caladryl
C2342924    ,calagel
C0719076    ,cala-gen
C0719081    ,calagesic
C2978158    ,calahist
C0357929    ,calamine
C0700935    ,calan
C0590664    ,calanif
C0595533    ,calazem
C2955095    ,calazime
C0719084    ,calcarb
C0719086    ,calcet
C0108052    ,calcibind
C1254260    ,calcicard
C0719089    ,calci-chew
C3254909    ,calcid
C2343152    ,calcidol
C0719090    ,calcidrine
C0006657    ,calcifediol
C0591213    ,calcijex
C0590665    ,calcilat
C0728730    ,calcimar
C0719088    ,calci-mix
C0719091    ,calcionate
C1256348    ,calcipine
C0065767    ,calcipotriene
C0065767    ,calcipotriol
C0719092    ,calciquid
C0719093    ,calcitab
C3642451    ,calcitare
C0006668    ,calcitonin
C2939587    ,calcitrene
C0006674    ,calcitriol
C0006675    ,calcium
C0591217    ,calcium-sandoz
C0593761    ,calcort
C0719108    ,caldecort
C1160746    ,calderol
C1692850    ,caldesene
C0982050    ,caldiamide
C2702462    ,caldolor
C0719111    ,caldyphen
C3160284    ,calel-d
C0763530    ,calfactant
C2342720    ,calgonate
C0591218    ,calimal
C0719113    ,callergy
C3538673    ,calmafx
C0719115    ,calm-aid
C1658920    ,calmicid
C3856169    ,calmodrox
C3160702    ,calmol
C4529418    ,calmoseptine
C2978259    ,calohist
C0025423    ,calomel
C1964367    ,calomist
C0305537    ,calphosan
C0719117    ,calphron
C0591219    ,calpol
C1602307    ,calprazolam
C4530089    ,calquence
C3473951    ,cal-quick
C0591220    ,calsynar
C0771339    ,calteridol
C0719118    ,caltrate
C0719121    ,caltro
C0719123    ,calube
C0006796    ,cambendazole
C2718733    ,cambia
C1170119    ,camila
C1602899    ,cam-metrazine
C0282050    ,camoquine
C0939276    ,campath
C0054560    ,campesterol
C0719124    ,campho-phenique
C0006809    ,camphor
C0592792    ,campral
C0701187    ,campto
C0701188    ,camptosar
C0054568    ,camylofin
